White player,White player Elo,Black player,Black player Elo,Opening Code,Opening,Result
Chithambaram_VR_Aravindh,2605,Rauf_Mamedov,2659,D30,Queen’s Gambit,1-0
Shamsiddin_Vokhidov,2526,Viktor_Laznicka,2648,B01,Scandinavian Defence,0-1
Alexei_Shirov,2684,Nihal_Sarin,2612,E04,E00–E09,1-0
Vladislav_Artemiev,2731,Andrey_Tsvetkov,2350,A06,Réti Opening,1-0
Gata_Kamsky,2677,Surya_Shekhar_Ganguly,2633,B23,Sicilian Defence,½-½
Sergey_Karjakin,2754,Vladislav_Kovalev,2662,C53,Italian Game,1-0
Dmitry_Jakovenko,2698,David_Paravyan,2629,B31,Sicilian Defence,½-½
Eduardo_Iturrizaga_Bonelli,2597,Tigran_L_Petrosian,2601,A20,English Opening,0-1
AR_Saleh_Salem,2675,Mikhail_Kobalia,2609,D31,Queen’s Gambit,1-0
Shakhriyar_Mamedyarov,2772,Jan_Krzysztof_Duda,2758,E60,King’s Indian,1-0
Evgeny_Tomashevsky,2705,Aryan_Tari,2634,A30,English Opening,½-½
Aleksey_Dreev,2677,Boris_Gelfand,2684,E32,Indian systems with ...e6,½-½
Sergei_Zhigalko,2571,S.P._Sethuraman,2638,B22,Sicilian Defence,½-½
Daniil_Yuffa,2566,Kirill_Alekseenko,2704,E00,E00–E09,½-½
Maksim_Chigaev,2631,Vladislav_Nozdrachev,2494,C77,Ruy Lopez,1-0
Aleksandr_Shimanov,2587,Yinglun_Xu,2555,A06,Réti Opening,1-0
Sanan_Sjugirov,2665,Sergey_Drygalov,2473,C78,Ruy Lopez,1-0
Azamat_Utegaliyev,2502,Mikhail_Al._Antipov,2549,C46,C46–C49,1-0
Zaven_Andriasian,2611,Manuel_Petrosyan,2613,C50,Italian Game,1-0
Evgeniy_Najer,2661,Volodar_Murzin,2442,B12,Caro-Kann Defence,½-½
Alexander_Motylev,2640,Maxime_Vachier_Lagrave,2780,B52,Sicilian Defence,½-½
Jakov_Geller,2521,Alexey_Sarana,2663,A28,English Opening,0-1
B_Adhiban,2654,Aydin_Suleymanli,2473,A14,English Opening,0-1
Srinath_Narayanan,2529,Ivan_Popov,2636,B53,Sicilian Defence,0-1
Roman_Yanchenko,2463,Evgeny_Alekseev,2620,E51,Indian systems with ...e6,0-1
Raunak_Sadhwani,2507,Krishnan_Sasikiran,2656,A36,English Opening,½-½
David_Anton_Guijarro,2685,Roman_Kezin,2470,A06,Réti Opening,1-0
Ernesto_Inarkiev,2663,Evgeny_Romanov,2604,E12,Indian systems with ...e6,1-0
Matthias_Bluebaum,2644,Bartosz_Socko,2618,D87,Grünfeld,1-0
Santosh_Gujrathi_Vidit,2721,Ivan_Rozum,2573,E21,Indian systems with ...e6,1-0
Kacper_Piorun,2611,Artyom_Timofeev,2588,D31,Queen’s Gambit,½-½
Daniil_Dubov,2690,Gadir_Guseinov,2666,E76,King’s Indian,½-½
Ivan_Cheparinov,2687,Konstantin_Sek,2446,A35,English Opening,1-0
Rustam_Khusnutdinov,2491,Maxim_Turov,2574,B13,Caro-Kann Defence,1-0
Ahmed_Adly,2607,Konstantin_Sakaev,2596,A07,Réti Opening,0-1
Pavel_Potapov,2482,Anton_Demchenko,2642,B22,Sicilian Defence,½-½
Grzegorz_Gajewski,2626,Saveliy_Golubov,2469,A52,Atypical Indian systems,0-1
Xiangyu_Xu,2582,Alvar_Alonso_Rosell,2548,B23,Sicilian Defence,½-½
Ivan_Ivanisevic,2593,Emre_Can,2600,A27,English Opening,1-0
Sergey_Grigoriants,2542,Valentin_Dragnev,2553,C77,Ruy Lopez,½-½
Vishnu_Prasanna._V,2493,Vadim_Zvjaginsev,2627,D54,Queen’s Gambit,0-1
Semen_Khanin,2500,Stefan_Pogosyan,2459,C70,Ruy Lopez,½-½
Alexander_Zubov,2601,Quang_Liem_Le,2713,B30,Sicilian Defence,½-½
Milos_Perunovic,2589,Dmitry_Tsoi,2321,C41,Philidor Defence,½-½
Valery_Kazakouski,2485,Vadim_Moiseenko,2526,E60,King’s Indian,0-1
Marin_Bosiocic,2623,Rudik_Makarian,2397,A49,A45–A49,0-1
Anton_Korobov,2668,Ivan_Salgado_Lopez,2605,A47,A45–A49,½-½
Ruslan_Shcherbakov,2527,Yangyi_Yu,2738,C55,Italian Game,0-1
Pablo_Zarnicki,2514,Maxim_Matlakov,2699,B51,Sicilian Defence,0-1
Radoslaw_Wojtaszek,2725,Dmitry_Kryakvin,2596,E91,King’s Indian,1-0
Igor_Glek,2467,Namig_Guliyev,2548,B84,Sicilian Defence,½-½
Eric_Hansen,2606,Tran_Tuan_Minh,2529,B92,Sicilian Defence,0-1
Johan-Sebastian_Christiansen,2597,Vahap_Sanal,2549,E63,King’s Indian,0-1
Dmitry_Bocharov,2524,Hikaru_Nakamura,2736,D37,Queen’s Gambit,½-½
Giga_Quparadze,2462,Ramil_Faizrakhmanov,2434,B19,Caro-Kann Defence,0-1
Murtas_Kazhgaleyev,2569,Arman_Pashikian,2605,E49,Indian systems with ...e6,0-1
Alexander_Gutenev,2469,Aleksandar_Indjic,2619,C84,Ruy Lopez,½-½
Boris_Savchenko,2577,Pontus_Carlsson,2456,B10,Caro-Kann Defence,1-0
Vitaly_Gurvich,2230,Eldar_Gasanov,2481,D30,Queen’s Gambit,½-½
Rinat_Jumabayev,2646,Sergei_Lobanov,2504,D85,Grünfeld,1-0
Bharathakoti_Harsha,2523,Robert_1_Ruck,2530,A20,English Opening,1-0
Maksim_Vavulin,2556,Oleg_Vastrukhin,2428,C07,French Defence,½-½
Andrey_Rychagov,2545,Artiom_Samsonkin,2428,E11,Indian systems with ...e6,½-½
Felix_Blohberger,2434,Alexandr_Triapishko,2502,A48,A45–A49,½-½
Alexandr_Predke,2676,Alexander_Grischuk,2777,B23,Sicilian Defence,½-½
Viachaslau_Zarubitski,2451,Maksat_Atabayev,2475,B40,Sicilian Defence,1-0
Dmitry_Frolyanov,2556,Tommi_Luukkonen,2290,C70,Ruy Lopez,1-0
Vladimir_Belov,2598,Gukesh_D,2547,B33,Sicilian Defence,1-0
Alexey_Kim,2464,Timur_Gareyev,2598,B12,Caro-Kann Defence,0-1
Konstantin_Mesropov,2422,Renier_Castellanos_Rodriguez,2474,B06,Modern Defence,1-0
Klementy_Sychev,2563,Andrei_Deviatkin,2436,B15,Caro-Kann Defence,½-½
Vladimir_Potkin,2583,Tsegmed_Batchuluun,2530,D37,Queen’s Gambit,1-0
Stanislav_Novikov,2531,Anuar_Ismagambetov,2528,A00,A00,0-1
Nodirbek_Abdusattorov,2635,Mustafa_Yilmaz,2604,D35,Queen’s Gambit,0-1
Igor_Yagupov,2357,Alexey_Reshetnikov,2492,B33,Sicilian Defence,½-½
Levon_Aronian,2775,Alireza_Firouzja,2723,B90,Sicilian Defence,½-½
Evgeny_Pigusov,2555,Miguel_Santos_Ruiz,2585,A07,Réti Opening,0-1
Alexander_Huzman,2567,Tsog-Ochir_Tengis,2190,A15,English Opening,1-0
Ilya_Makoveev,2277,Nikita_Afanasiev,2517,C55,Italian Game,0-1
Ivan_Vihor_Krsnik_Cohar,2313,Alexander_Donchenko,2644,D00,D00–D05,½-½
Bayarsaihan_Gundavaa,2489,Diogo_Duarte_Guimaraes,2322,D36,Queen’s Gambit,1-0
Saparmyrat_Atabayew,2425,Ilia_Iljiushenok,2521,A40,A40–A42,1-0
Daniel_King-wai_Lam,2110,Tal_Baron,2541,C45,Scotch Game,1-0
Noel_Studer,2546,Vladimir_Mikhailovsky,2209,A56,Atypical Indian systems,1-0
Aleksandr_E._Usov,2012,Mohamed_Tissir,2379,B51,Sicilian Defence,0-1
Abdulrahman_A_Masrahi,1956,Tommi_Luukkonen,2290,A46,A45–A49,0-1
Sergey_Karjakin,2754,Alireza_Firouzja,2723,B90,Sicilian Defence,0-1
Anish_Giri,2769,Pavel_V_Tregubov,2588,A35,English Opening,1-0
Ian_Nepomniachtchi,2767,Alexander_Riazantsev,2639,A13,English Opening,½-½
Daniel_Fridman,2616,Quang_Liem_Le,2713,E17,Indian systems with ...e6,½-½
Peter_Svidler,2723,Shamsiddin_Vokhidov,2526,A20,English Opening,½-½
Francisco_Vallejo_Pons,2704,Gabriel_Sargissian,2689,C77,Ruy Lopez,½-½
Boris_Grachev,2614,Eltaj_Safarli,2601,A15,English Opening,½-½
Aleksey_Dreev,2677,Alexander_Motylev,2640,D45,Queen’s Gambit,½-½
Aydin_Suleymanli,2473,Pavel_Ponkratov,2632,A40,A40–A42,0-1
Alexander_Zubov,2601,Hao_Wang,2756,D02,D00–D05,½-½
Ivan_Popov,2636,Alexander_Grischuk,2777,B01,Scandinavian Defence,0-1
Eric_Hansen,2606,Vladimir_Fedoseev,2677,B10,Caro-Kann Defence,0-1
Vladislav_Artemiev,2731,Evgeny_Alekseev,2620,A13,English Opening,½-½
Gata_Kamsky,2677,Krishnan_Sasikiran,2656,A48,A45–A49,½-½
Semen_Khanin,2500,Dmitry_Andreikin,2724,C67,Ruy Lopez,½-½
Evgeny_Postny,2605,Maxim_Matlakov,2699,E10,Indian systems with ...e6,1-0
Daniil_Yuffa,2566,Tigran_L_Petrosian,2601,A41,A40–A42,1-0
Boris_Savchenko,2577,Georg_Meier,2626,C10,French Defence,0-1
Azamat_Utegaliyev,2502,Baadur_Jobava,2604,C42,Petrov’s Defence,½-½
Sergei_Zhigalko,2571,Vladislav_Kovalev,2662,C99,Ruy Lopez,½-½
Ilia_Smirin,2607,Gadir_Guseinov,2666,B27,Sicilian Defence,1-0
Grzegorz_Gajewski,2626,Bartosz_Socko,2618,A48,A45–A49,½-½
Aleksandr_Rakhmanov,2645,Aleksandar_Indjic,2619,A08,Réti Opening,1-0
Santosh_Gujrathi_Vidit,2721,Mateusz_Bartel,2634,D17,Queen’s Gambit,0-1
Ahmed_Adly,2607,Yinglun_Xu,2555,A05,Réti Opening,½-½
Dmitry_Bocharov,2524,Stefan_Pogosyan,2459,A20,English Opening,1-0
Bharathakoti_Harsha,2523,Hrant_Melkumyan,2668,D90,Grünfeld,0-1
Ivan_Ivanisevic,2593,Valentin_Dragnev,2553,D53,Queen’s Gambit,½-½
Raunak_Sadhwani,2507,Bassem_Amin,2683,E98,King’s Indian,0-1
B_Adhiban,2654,Artiom_Samsonkin,2428,E46,Indian systems with ...e6,1-0
Anton_Korobov,2668,S.P._Sethuraman,2638,A81,Dutch Defence,½-½
Maxime_Vachier_Lagrave,2780,Viktor_Laznicka,2648,B01,Scandinavian Defence,1-0
Dmitry_Jakovenko,2698,Renier_Castellanos_Rodriguez,2474,B90,Sicilian Defence,1-0
Rinat_Jumabayev,2646,Yangyi_Yu,2738,D27,Queen’s Gambit,½-½
AR_Saleh_Salem,2675,Aryan_Tari,2634,A34,English Opening,½-½
Evgeny_Tomashevsky,2705,Vladislav_Nozdrachev,2494,D35,Queen’s Gambit,½-½
David_Anton_Guijarro,2685,Nikita_Petrov,2585,A06,Réti Opening,0-1
Ernesto_Inarkiev,2663,Andrey_Rychagov,2545,C10,French Defence,½-½
Srinath_Narayanan,2529,Boris_Gelfand,2684,A04,Réti Opening,½-½
Mustafa_Yilmaz,2604,Kirill_Alekseenko,2704,D22,Queen’s Gambit,0-1
Maksim_Chigaev,2631,Ivan_Rozum,2573,B13,Caro-Kann Defence,½-½
Sanan_Sjugirov,2665,Alexandr_Triapishko,2502,D38,Queen’s Gambit,½-½
Alexei_Shirov,2684,Hikaru_Nakamura,2736,C65,Ruy Lopez,1-0
Ivan_Cheparinov,2687,Konstantin_Sakaev,2596,D43,Queen’s Gambit,½-½
Zaven_Andriasian,2611,Alexey_Reshetnikov,2492,C41,Philidor Defence,1-0
Nikita_Vitiugov,2747,Pontus_Carlsson,2456,A21,English Opening,1-0
Chithambaram_VR_Aravindh,2605,Alvar_Alonso_Rosell,2548,B90,Sicilian Defence,1-0
Evgeniy_Najer,2661,Manuel_Petrosyan,2613,C45,Scotch Game,½-½
Murtas_Kazhgaleyev,2569,Alexey_Sarana,2663,D37,Queen’s Gambit,0-1
Sergey_Grigoriants,2542,Volodar_Murzin,2442,B12,Caro-Kann Defence,½-½
Milos_Perunovic,2589,Nihal_Sarin,2612,C45,Scotch Game,0-1
Roman_Yanchenko,2463,Vahap_Sanal,2549,E18,Indian systems with ...e6,1-0
Xiangyu_Xu,2582,Vadim_Moiseenko,2526,C22,C20-C24,1-0
Levon_Aronian,2775,Aleksandr_Shimanov,2587,B10,Caro-Kann Defence,½-½
Giga_Quparadze,2462,Andrey_Tsvetkov,2350,B91,Sicilian Defence,0-1
Igor_Yagupov,2357,Surya_Shekhar_Ganguly,2633,B90,Sicilian Defence,0-1
Valery_Kazakouski,2485,David_Paravyan,2629,E60,King’s Indian,0-1
Vitaly_Gurvich,2230,Mikhail_Kobalia,2609,D11,Queen’s Gambit,½-½
Marin_Bosiocic,2623,Tsog-Ochir_Tengis,2190,A49,A45–A49,1-0
Roman_Kezin,2470,Gukesh_D,2547,E90,King’s Indian,1-0
Felix_Blohberger,2434,Namig_Guliyev,2548,A07,Réti Opening,½-½
Pablo_Zarnicki,2514,Anton_Demchenko,2642,B31,Sicilian Defence,0-1
Evgeny_Pigusov,2555,Saveliy_Golubov,2469,E62,King’s Indian,½-½
Johan-Sebastian_Christiansen,2597,Vadim_Zvjaginsev,2627,B08,Pirc Defence,½-½
Artyom_Timofeev,2588,Leinier_Dominguez_Perez,2758,D53,Queen’s Gambit,0-1
Eduardo_Iturrizaga_Bonelli,2597,Ramil_Faizrakhmanov,2434,A13,English Opening,1-0
Arman_Pashikian,2605,Sergei_Lobanov,2504,D85,Grünfeld,0-1
Vladimir_Belov,2598,Andrei_Deviatkin,2436,D60,Queen’s Gambit,½-½
Pavel_Potapov,2482,Evgeny_Romanov,2604,B22,Sicilian Defence,½-½
Igor_Glek,2467,Alexander_Donchenko,2644,B10,Caro-Kann Defence,0-1
Klementy_Sychev,2563,Oleg_Vastrukhin,2428,B06,Modern Defence,0-1
Matthias_Bluebaum,2644,Tsegmed_Batchuluun,2530,E46,Indian systems with ...e6,1-0
Vladimir_Potkin,2583,Sergey_Drygalov,2473,A29,English Opening,0-1
Tal_Baron,2541,Robert_1_Ruck,2530,A46,A45–A49,0-1
Stanislav_Novikov,2531,Konstantin_Sek,2446,C69,Ruy Lopez,½-½
Maxim_Turov,2574,Daniil_Dubov,2690,D78,Neo-Grünfeld,0-1
Bayarsaihan_Gundavaa,2489,Dmitry_Tsoi,2321,A04,Réti Opening,0-1
Jakov_Geller,2521,Mohamed_Tissir,2379,B90,Sicilian Defence,1-0
Rustam_Khusnutdinov,2491,Rudik_Makarian,2397,B23,Sicilian Defence,½-½
Vishnu_Prasanna._V,2493,Maksat_Atabayev,2475,E46,Indian systems with ...e6,1-0
Konstantin_Mesropov,2422,Ivan_Salgado_Lopez,2605,C15,French Defence,½-½
Saparmyrat_Atabayew,2425,Dmitry_Kryakvin,2596,D16,Queen’s Gambit,0-1
Ruslan_Shcherbakov,2527,Vladimir_Mikhailovsky,2209,B01,Scandinavian Defence,1-0
Aleksandr_E._Usov,2012,Emre_Can,2600,B44,Sicilian Defence,0-1
Anuar_Ismagambetov,2528,Timur_Gareyev,2598,C46,C46–C49,0-1
Noel_Studer,2546,Eldar_Gasanov,2481,E11,Indian systems with ...e6,½-½
Shakhriyar_Mamedyarov,2772,Alexandr_Predke,2676,D11,Queen’s Gambit,1-0
Kacper_Piorun,2611,Nodirbek_Abdusattorov,2635,B53,Sicilian Defence,1-0
Maksim_Vavulin,2556,Miguel_Santos_Ruiz,2585,C65,Ruy Lopez,½-½
Dmitry_Frolyanov,2556,Ivan_Vihor_Krsnik_Cohar,2313,B10,Caro-Kann Defence,1-0
Diogo_Duarte_Guimaraes,2322,Tran_Tuan_Minh,2529,B91,Sicilian Defence,½-½
Alexander_Huzman,2567,Melis_Mamatov,2292,D11,Queen’s Gambit,1-0
Viachaslau_Zarubitski,2451,Nikita_Afanasiev,2517,B06,Modern Defence,1-0
Alexey_Kim,2464,Jaime_Amorim_Miranda_Neto,2102,B18,Caro-Kann Defence,1-0
Ilia_Iljiushenok,2521,Bibek_Thing,2222,B52,Sicilian Defence,1-0
Radoslaw_Wojtaszek,2725,Ahmed_M_Al_Ghamdi,2107,E68,King’s Indian,1-0
Alexander_Gutenev,2469,Hassan_S_Al_Mutairi,1883,C63,Ruy Lopez,1-0
Magnus_Carlsen,2872,Aleksandr_Shimanov,2587,B13,Caro-Kann Defence,1-0
Vladimir_Fedoseev,2677,Francisco_Vallejo_Pons,2704,D30,Queen’s Gambit,½-½
Konstantin_Sek,2446,Eldar_Gasanov,2481,B30,Sicilian Defence,0-1
Ivan_Rozum,2573,Tommi_Luukkonen,2290,A04,Réti Opening,1-0
Alexander_Gutenev,2469,Alexey_Reshetnikov,2492,B23,Sicilian Defence,½-½
Melis_Mamatov,2292,Evgeny_Pigusov,2555,B23,Sicilian Defence,½-½
Valery_Kazakouski,2485,Nikita_Afanasiev,2517,D76,Neo-Grünfeld,1-0
Jan_Krzysztof_Duda,2758,Gadir_Guseinov,2666,E83,King’s Indian,1-0
Vladimir_Mikhailovsky,2209,Andrei_Deviatkin,2436,B13,Caro-Kann Defence,0-1
Maksim_Vavulin,2556,Igor_Glek,2467,C00,French Defence,1-0
Maksat_Atabayev,2475,Oleg_Vastrukhin,2428,C15,French Defence,0-1
Ruslan_Shcherbakov,2527,Aleksandr_E._Usov,2012,B12,Caro-Kann Defence,1-0
Tsog-Ochir_Tengis,2190,Pontus_Carlsson,2456,A15,English Opening,0-1
Felix_Blohberger,2434,Mohamed_Tissir,2379,A05,Réti Opening,½-½
Daniel_King-wai_Lam,2110,Bayarsaihan_Gundavaa,2489,B89,Sicilian Defence,0-1
Hamoud_Al_Nhier,1934,Diogo_Duarte_Guimaraes,2322,A15,English Opening,1-0
Sergei_Lobanov,2504,Jaime_Amorim_Miranda_Neto,2102,B12,Caro-Kann Defence,1-0
Ahmed_M_Al_Ghamdi,2107,Vitaly_Gurvich,2230,B15,Caro-Kann Defence,0-1
Hikaru_Nakamura,2736,Magnus_Carlsen,2872,B31,Sicilian Defence,½-½
Anish_Giri,2769,Ilia_Smirin,2607,B40,Sicilian Defence,½-½
Diogo_Duarte_Guimaraes,2322,Abdulrahman_A_Masrahi,1956,C53,Italian Game,0-1
Jaime_Amorim_Miranda_Neto,2102,Daniel_King-wai_Lam,2110,A46,A45–A49,0-1
Ian_Nepomniachtchi,2767,Yangyi_Yu,2738,C42,Petrov’s Defence,0-1
Mikhail_Al._Antipov,2549,David_Anton_Guijarro,2685,B31,Sicilian Defence,0-1
Vladimir_Fedoseev,2677,Alexander_Zubov,2601,D26,Queen’s Gambit,1-0
Sergey_Karjakin,2754,Aleksandr_Shimanov,2587,B10,Caro-Kann Defence,½-½
Anton_Demchenko,2642,Hao_Wang,2756,B51,Sicilian Defence,½-½
Quang_Liem_Le,2713,Santosh_Gujrathi_Vidit,2721,C50,Italian Game,1-0
Peter_Svidler,2723,Maxim_Turov,2574,B12,Caro-Kann Defence,1-0
AR_Saleh_Salem,2675,Ivan_Cheparinov,2687,D87,Grünfeld,0-1
Timur_Gareyev,2598,Evgeny_Tomashevsky,2705,A06,Réti Opening,1-0
Vladislav_Artemiev,2731,Daniil_Dubov,2690,A15,English Opening,½-½
Alexander_Motylev,2640,Pavel_V_Tregubov,2588,C43,Petrov’s Defence,1-0
Mateusz_Bartel,2634,Baadur_Jobava,2604,C42,Petrov’s Defence,½-½
Aleksey_Dreev,2677,Ernesto_Inarkiev,2663,D27,Queen’s Gambit,½-½
Boris_Gelfand,2684,Daniel_Fridman,2616,D31,Queen’s Gambit,1-0
Gadir_Guseinov,2666,Boris_Grachev,2614,B40,Sicilian Defence,½-½
Yinglun_Xu,2555,Gabriel_Sargissian,2689,E15,Indian systems with ...e6,½-½
Alexandr_Predke,2676,Radoslaw_Wojtaszek,2725,B10,Caro-Kann Defence,½-½
Eltaj_Safarli,2601,Zaven_Andriasian,2611,B23,Sicilian Defence,1-0
Aleksandr_Rakhmanov,2645,Vladislav_Kovalev,2662,A19,English Opening,0-1
Viktor_Laznicka,2648,Giga_Quparadze,2462,E12,Indian systems with ...e6,0-1
Leinier_Dominguez_Perez,2758,Jan_Krzysztof_Duda,2758,B36,Sicilian Defence,½-½
Alexei_Shirov,2684,David_Paravyan,2629,B31,Sicilian Defence,1-0
B_Adhiban,2654,Maksim_Chigaev,2631,B06,Modern Defence,1-0
Sanan_Sjugirov,2665,Vladimir_Potkin,2583,C60,Ruy Lopez,1-0
Dmitry_Bocharov,2524,Jakov_Geller,2521,A13,English Opening,1-0
Vahap_Sanal,2549,Gata_Kamsky,2677,D10,Queen’s Gambit,½-½
Maxim_Matlakov,2699,Eduardo_Iturrizaga_Bonelli,2597,A05,Réti Opening,0-1
Alexander_Riazantsev,2639,Georg_Meier,2626,A40,A40–A42,1-0
Sergei_Zhigalko,2571,Daniil_Yuffa,2566,B12,Caro-Kann Defence,½-½
Kirill_Alekseenko,2704,Rinat_Jumabayev,2646,C50,Italian Game,1-0
Artyom_Timofeev,2588,Azamat_Utegaliyev,2502,A37,English Opening,0-1
Alireza_Firouzja,2723,Shakhriyar_Mamedyarov,2772,B11,Caro-Kann Defence,1-0
Arman_Pashikian,2605,Ahmed_Adly,2607,E11,Indian systems with ...e6,0-1
Mikhail_Kobalia,2609,Francisco_Vallejo_Pons,2704,C18,French Defence,½-½
Nikita_Vitiugov,2747,Xiangyu_Xu,2582,A45,A45–A49,½-½
Chithambaram_VR_Aravindh,2605,Evgeniy_Najer,2661,E21,Indian systems with ...e6,½-½
Alexey_Sarana,2663,Ivan_Salgado_Lopez,2605,C65,Ruy Lopez,½-½
Volodar_Murzin,2442,Ivan_Ivanisevic,2593,B10,Caro-Kann Defence,½-½
Nihal_Sarin,2612,Bassem_Amin,2683,A99,Dutch Defence,½-½
Gukesh_D,2547,Krishnan_Sasikiran,2656,A20,English Opening,1-0
Milos_Perunovic,2589,Nodirbek_Abdusattorov,2635,B23,Sicilian Defence,1-0
Dmitry_Jakovenko,2698,Raunak_Sadhwani,2507,B67,Sicilian Defence,1-0
Maxime_Vachier_Lagrave,2780,Pavel_Ponkratov,2632,B06,Modern Defence,½-½
Bartosz_Socko,2618,Emre_Can,2600,B06,Modern Defence,0-1
Namig_Guliyev,2548,Vishnu_Prasanna._V,2493,B51,Sicilian Defence,0-1
Ivan_Popov,2636,Johan-Sebastian_Christiansen,2597,C55,Italian Game,1-0
Nikita_Petrov,2585,Eric_Hansen,2606,A20,English Opening,½-½
Ilia_Iljiushenok,2521,Vadim_Zvjaginsev,2627,C45,Scotch Game,0-1
Manuel_Petrosyan,2613,Semen_Khanin,2500,A20,English Opening,1-0
Aleksandar_Indjic,2619,Bharathakoti_Harsha,2523,D45,Queen’s Gambit,0-1
Konstantin_Sakaev,2596,Roman_Kezin,2470,D85,Grünfeld,½-½
Matthias_Bluebaum,2644,Konstantin_Mesropov,2422,A40,A40–A42,½-½
S.P._Sethuraman,2638,Anuar_Ismagambetov,2528,B31,Sicilian Defence,½-½
Anton_Korobov,2668,Rauf_Mamedov,2659,D32,Queen’s Gambit,1-0
Tran_Tuan_Minh,2529,Alvar_Alonso_Rosell,2548,D38,Queen’s Gambit,½-½
Tal_Baron,2541,Sergey_Grigoriants,2542,D02,D00–D05,½-½
Evgeny_Postny,2605,Grzegorz_Gajewski,2626,D38,Queen’s Gambit,0-1
Roman_Yanchenko,2463,Vladimir_Belov,2598,D92,Grünfeld,½-½
Shamsiddin_Vokhidov,2526,Marin_Bosiocic,2623,B48,Sicilian Defence,1-0
Boris_Savchenko,2577,Pablo_Zarnicki,2514,C42,Petrov’s Defence,1-0
Alexander_Donchenko,2644,Alexander_Huzman,2567,D35,Queen’s Gambit,1-0
Sergey_Drygalov,2473,Vladislav_Nozdrachev,2494,E15,Indian systems with ...e6,½-½
Kacper_Piorun,2611,Ivan_Vihor_Krsnik_Cohar,2313,D11,Queen’s Gambit,½-½
Noel_Studer,2546,Andrey_Rychagov,2545,A88,Dutch Defence,½-½
Alexander_Grischuk,2777,Evgeny_Alekseev,2620,A35,English Opening,½-½
Igor_Yagupov,2357,Rustam_Khusnutdinov,2491,B36,Sicilian Defence,0-1
Srinath_Narayanan,2529,Pavel_Potapov,2482,B31,Sicilian Defence,1-0
Mustafa_Yilmaz,2604,Saparmyrat_Atabayew,2425,D37,Queen’s Gambit,0-1
Dmitry_Tsoi,2321,Evgeny_Romanov,2604,A03,Bird Opening,0-1
Saveliy_Golubov,2469,Dmitry_Kryakvin,2596,A07,Réti Opening,½-½
Eldar_Gasanov,2481,Murtas_Kazhgaleyev,2569,E21,Indian systems with ...e6,0-1
Andrei_Deviatkin,2436,Robert_1_Ruck,2530,A00,A00,1-0
Aydin_Suleymanli,2473,Ivan_Rozum,2573,A15,English Opening,1-0
Alexandr_Triapishko,2502,Viachaslau_Zarubitski,2451,A07,Réti Opening,1-0
Dmitry_Frolyanov,2556,Valery_Kazakouski,2485,B28,Sicilian Defence,1-0
Levon_Aronian,2775,Surya_Shekhar_Ganguly,2633,D02,D00–D05,1-0
Vadim_Moiseenko,2526,Alexander_Gutenev,2469,A16,English Opening,0-1
Stefan_Pogosyan,2459,Klementy_Sychev,2563,A10,English Opening,½-½
Aryan_Tari,2634,Alexey_Kim,2464,B50,Sicilian Defence,0-1
Valentin_Dragnev,2553,Maksim_Vavulin,2556,A10,English Opening,0-1
Vasily_Usmanov,2436,Denis_Lazavik,2411,D14,Queen’s Gambit,1-0
Mikhail_Demidov,2552,Lorin_D'Costa,2381,A00,A00,1-0
Vahap_Sanal,2549,Lucas_Van_Foreest,2526,B00,B00,1-0
Valerij_Popov,2535,Valentin_Vlassow,2257,D20,Queen’s Gambit,1-0
Vlastimil_Babula,2574,Rick_Frischmann,2355,D07,Queen’s Gambit,1-0
Valentin_Dragnev,2553,Robert_1_Ruck,2530,E15,Indian systems with ...e6,0-1
Kaido_Kulaots,2538,Alexander_Riazantsev,2639,B12,Caro-Kann Defence,0-1
Johann_Hjartarson,2524,Verner_Putka,2307,C42,Petrov’s Defence,1-0
Tommi_Luukkonen,2290,Jiri_Stocek,2575,B90,Sicilian Defence,0-1
Denis_Pershin,2389,Felix_Blohberger,2434,A85,Dutch Defence,0-1
Kirill_Chukavin,2336,Matej_Sebenik,2501,C07,French Defence,0-1
Sergio_Rocha,2342,Sergei_Lobanov,2504,A20,English Opening,0-1
Vitaliy_Promyshlyanskiy,2265,Pavel_Potapov,2482,B23,Sicilian Defence,0-1
Martin_Cerveny,2353,Daniel_Sanz_Wawer,2212,E11,Indian systems with ...e6,0-1
Emery_Peterson,2158,Georg_Mohr,2433,A40,A40–A42,½-½
Marat_Askerov,2335,Helgi_Dam_Ziska,2536,E62,King’s Indian,0-1
Valery_A_Loginov,2478,Falko_Meyer,2208,A04,Réti Opening,1-0
Gabriel_Sargissian,2689,Zaven_Andriasian,2611,D11,Queen’s Gambit,1-0
Ottomar_Ladva,2513,Robert_Dubrovin,2215,A05,Réti Opening,1-0
Ralf_Schnabel,2228,Epaminondas_Kourousis,2387,B34,Sicilian Defence,½-½
Stanislav_Opryshko,2208,Valer_Krutti,2295,D15,Queen’s Gambit,1-0
Evgeny_Degtiarev,2392,Aleksi_Wallin,2191,D17,Queen’s Gambit,½-½
Christian_Maier,2299,Erik_Chibukhchyan,2233,C47,C46–C49,0-1
Marc_Morgunov,2311,Alexander_Timerkhanov,2388,B51,Sicilian Defence,0-1
Alexander1_Potapov,2413,Radoslaw_Psyk,2343,D82,Grünfeld,1-0
Daniil_Yuffa,2566,Gadir_Guseinov,2666,E91,King’s Indian,0-1
Maxim_Turov,2574,Vilka_Sipila,2383,D45,Queen’s Gambit,1-0
